image,shape,mesh-resolution,scaling,max-edge-factor,outer-edge-factor,offset-inner-factor,offset-outer-factor,prior-range-prob,prior-range-lower,prior-sigma-prob,prior-sigma-upper,ssim,mse,mean_residual,sigma
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,2.0,0.1,1.0,0.9016,503444.1051797426,0.7726944801108868,149.148270736716
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,2.0,0.1,2.0,0.4341,3305911.126675849,-1.323289569064453,358.0995527067515
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,2.0,0.1,3.0,0.4777,2669638.1056010807,-0.7571540950939409,293.61340143546215
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,2.0,0.2,1.0,0.3817,4419673.804171595,-2.8401002008458,465.7555061757457
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,2.0,0.2,2.0,0.4815,2667187.4158043945,-0.6348091592463445,283.59782983360174
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,2.0,0.2,3.0,0.4607,2850181.4313811255,-1.0485345429700945,323.7545457267693
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,5.0,0.1,1.0,0.5702,1567328.5948481795,-0.6858552273557917,259.50013761143856
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,5.0,0.1,2.0,0.5476,1806074.955303013,-0.38695862481984905,236.8258104280224
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,5.0,0.1,3.0,0.6182,1279680.1699124505,0.08551199463167684,186.38552814283702
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,5.0,0.2,1.0,0.5558,1753878.666791254,-0.21575257795383773,221.0627083454629
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,5.0,0.2,2.0,0.5703,1614772.082266519,-0.24032232413152846,220.2964651489294
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.1,5.0,0.2,3.0,0.6036,1392271.9105977374,0.1354976130004914,185.28464331868625
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,1.0,0.1,1.0,0.4035,3783953.2539664707,-2.4610892656633006,426.75668260839245
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,1.0,0.1,2.0,0.3628,5127778.653296924,-3.1901554982194873,505.56109503864343
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,1.0,0.1,3.0,0.3783,4590492.214732118,-2.452378168732748,461.10526891068287
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,1.0,0.2,1.0,0.3938,4168100.6910106903,-1.9822729085380628,426.9254390894148
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,1.0,0.2,2.0,0.3743,4707029.147090925,-2.6811755861971993,472.76330693086624
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,1.0,0.2,3.0,0.3744,4715737.311583058,-2.5762732502944266,470.348375036989
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,2.0,0.1,1.0,0.422,3330806.029303464,-2.435642591059618,413.9335735267796
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,2.0,0.1,2.0,0.4017,3922141.0832940987,-1.958784688204036,410.87297556946857
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,2.0,0.1,3.0,0.4618,2892181.3546189396,-0.9479490829750375,318.90932790128437
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,2.0,0.2,1.0,0.4198,3484125.2871405426,-1.7454443688710903,381.7034745014106
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,2.0,0.2,2.0,0.441,3204278.7194282385,-1.2157327764984744,349.6675332239352
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,2.0,0.2,3.0,0.9442,321089.712570782,0.787904314015383,147.70928709049787
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,5.0,0.1,1.0,0.4291,3159090.2332114507,-2.785965209269498,433.0601027247407
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,5.0,0.1,2.0,0.5248,2125480.6218978358,-0.2273943903499892,234.94814576729712
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,5.0,0.2,1.0,0.3364,6466167.791029916,-5.211796258754997,632.1021481674833
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,5.0,0.2,2.0,0.5612,1688208.2219068254,-0.30162461641288235,226.92321309920817
combined_cube.fits[0],none,20,log,8,1.2,0.5,3.0,0.2,5.0,0.2,3.0,0.5572,1764376.6110521178,-0.08577878036971454,209.55819571333632
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,1.0,0.1,3.0,0.3893,4265064.357280943,-2.1017090250584003,436.1970781339811
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,1.0,0.2,1.0,0.3562,5400460.077649692,-3.9913954863998167,543.9021026748309
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,1.0,0.2,2.0,0.4366,3283672.0392946447,-1.2327178926368114,356.51938394348906
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,1.0,0.2,3.0,0.4019,3949975.437668889,-1.8054581786491481,410.78551200728947
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,2.0,0.1,1.0,0.3705,4794808.111871521,-3.4481871441487315,501.78359185971937
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,2.0,0.1,2.0,0.4171,3581708.363494458,-1.5986607264349135,382.64951365767774
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,2.0,0.1,3.0,0.4031,3902224.3554163943,-1.8229325039493611,407.4611507528364
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,2.0,0.2,1.0,0.3772,4557959.258346939,-3.089374944867207,479.4483919874479
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,2.0,0.2,2.0,0.4238,3433948.9336857386,-1.5195318209449076,371.82080261895396
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,2.0,0.2,3.0,0.4815,2671860.8504283666,-0.6370549321685895,289.0551487701002
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,5.0,0.1,1.0,0.7625,605327.4345017872,0.2862923504460616,165.32601353731877
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,5.0,0.1,2.0,0.5592,1684642.242079735,-0.3465101561134157,231.99597937572278
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,5.0,0.1,3.0,0.6066,1345767.0157890117,0.03044658978781116,193.4513372433445
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,5.0,0.2,1.0,0.5394,1790655.4166462433,-0.9402445348473052,284.37059069206214
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,5.0,0.2,2.0,0.4433,3288731.4629072496,-1.0749950011335787,353.029137962079
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.1,5.0,0.2,3.0,0.6028,1362406.5963504927,-0.08076171983831108,203.23793222961262
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,1.0,0.1,2.0,0.3993,4006841.5916293324,-1.8698749614843113,415.40526674782444
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,1.0,0.1,3.0,0.4105,3756618.620230198,-1.6467252046380991,395.67767083470443
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,1.0,0.2,1.0,0.3026,9242409.486929482,-14.745617665137969,1328.1091347196202
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,1.0,0.2,2.0,0.403,3935296.5280787647,-1.7594777067903509,409.595335952038
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,1.0,0.2,3.0,0.4282,3441751.9450508244,-1.334753532985908,369.5594621697288
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,2.0,0.1,1.0,0.4406,3036058.2390825707,-1.587349346495502,358.44279941735005
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,2.0,0.1,2.0,0.4499,2969702.5619164133,-1.1905160910062695,335.7521592729147
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,2.0,0.1,3.0,0.4872,2530417.2630321644,-0.6449320029983058,281.49793716744637
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,2.0,0.2,1.0,0.3273,7094976.664797902,-6.546820312459072,719.0122686492864
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,2.0,0.2,2.0,0.5585,1692840.8071506752,-0.33669522846245914,231.41795448225307
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,5.0,0.1,1.0,0.5733,1529990.5494632365,-0.6549661569537958,256.082703768124
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,5.0,0.1,2.0,0.6639,1002631.4120244815,0.06357544021752377,185.77934415860975
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,5.0,0.1,3.0,0.5757,1572505.7281948046,-0.10995451694562393,209.62842346648256
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,5.0,0.2,1.0,0.4647,2617374.8863436226,-1.5454894970387882,344.02760995934614
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,5.0,0.2,2.0,0.6351,1168647.177430655,0.1601752462319788,180.9573036303647
combined_cube.fits[0],none,20,log,8,1.2,0.8,1.0,0.2,5.0,0.2,3.0,0.5784,1555942.8001793446,-0.06258231984579794,205.08113070913348
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,1.0,0.1,1.0,0.3261,7188353.994017575,-7.295834012444441,766.3525840854924
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,1.0,0.1,2.0,0.386,4342866.504006931,-2.2458046116833454,443.23435126159205
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,1.0,0.1,3.0,0.4372,3322781.084959481,-1.190795481397068,358.5560204239258
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,1.0,0.2,2.0,0.3983,3921279.910397317,-2.4562757648662323,430.69763679210075
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,1.0,0.2,3.0,0.3537,5532208.341371425,-3.6025900421767103,532.6038955746398
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,2.0,0.1,1.0,0.4006,3856712.930804561,-2.4422453380562725,427.88099208929606
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,2.0,0.1,3.0,0.568,1654306.1554240058,-0.0482417466807092,206.4151343210637
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,2.0,0.2,1.0,0.4347,3237471.438731418,-1.354841214160192,355.84923007952875
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,2.0,0.2,2.0,0.463,2802186.23552745,-0.9911148819749022,318.6040481047538
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,2.0,0.2,3.0,0.4431,3176735.346761686,-1.1468492498062877,346.93515622548415
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,5.0,0.1,1.0,0.5157,1992249.49287026,-1.2828471042587517,313.01429772028115
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,5.0,0.1,2.0,0.5365,1931989.6178098712,-0.2983493434990377,233.6041743570975
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,5.0,0.1,3.0,0.7652,594293.4271351289,0.4731322647010521,154.2410201168296
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,5.0,0.2,1.0,0.6026,1328219.649633698,-0.6022822011290733,248.58012794401725
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,5.0,0.2,2.0,0.6416,1139574.045912553,0.23877016447919838,176.52180393643425
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.1,5.0,0.2,3.0,0.5311,2009801.000138416,-0.26229436989977195,232.60140672034086
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,1.0,0.1,1.0,0.3252,7258536.1368009485,-7.379184079792483,772.7187318757572
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,1.0,0.1,2.0,0.3418,6152630.950610775,-4.666158286244419,595.7603833341556
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,1.0,0.2,1.0,0.4559,3128289.197095481,-0.9113537591633668,336.9024770887568
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,1.0,0.2,2.0,0.3485,5784358.624907058,-4.297117633993703,568.6230278371175
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,1.0,0.2,3.0,0.4562,3020256.3094548513,-0.9454588937192762,326.99010138803743
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,2.0,0.1,1.0,0.3505,5671288.957891487,-4.701987195847236,587.405673092282
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,2.0,0.2,1.0,0.3397,6256015.692044831,-6.586632878183612,712.4581140139617
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,2.0,0.2,2.0,0.4676,2799373.9348338055,-0.8553341418708196,308.9791143359867
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,5.0,0.1,2.0,0.5888,1464293.7565398263,-0.112414572274234,207.726658964731
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,5.0,0.1,3.0,0.6188,1261708.0616060859,0.022785764535547683,192.9750914093434
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,5.0,0.2,1.0,0.5096,2083638.6157739596,-1.0533037661333662,297.905566005023
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,5.0,0.2,2.0,0.5926,1443367.3572727705,-0.03190060465944392,200.33900553272204
combined_cube.fits[0],none,20,log,8,1.2,0.8,2.0,0.2,5.0,0.2,3.0,0.5922,1451889.2805960665,0.009084580580570864,197.13473658470105
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,1.0,0.1,1.0,0.3586,5311634.401808943,-3.2649432823231996,513.6179227070711
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,1.0,0.1,2.0,0.3438,6037006.006747489,-4.393246870116024,580.1590217905473
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,1.0,0.1,3.0,0.4042,3895995.543999874,-1.7597056501752415,406.61181033607323
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,1.0,0.2,1.0,0.3043,9078229.367162997,-14.261021268259436,1290.0689002181068
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,1.0,0.2,2.0,0.3485,5789234.355505285,-3.919639572410958,552.9010211108115
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,1.0,0.2,3.0,0.4058,3853037.9530860116,-1.7464632797007047,403.2574579032394
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,2.0,0.1,1.0,0.3782,4521320.732902279,-3.103848247475279,478.8464560569036
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,2.0,0.1,2.0,0.3957,4049911.2598733967,-2.1123662055664125,422.9837116668693
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,2.0,0.1,3.0,0.3337,6650647.860926674,-5.459981302229919,648.7109710537061
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,2.0,0.2,1.0,0.4044,3781638.8824166,-2.175374451210291,412.48806852827823
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,2.0,0.2,2.0,0.4966,2390862.1123310523,-0.586668734347692,271.6697335348
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,2.0,0.2,3.0,0.3417,6156525.528618964,-4.88857657647406,607.1104151173421
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,5.0,0.1,1.0,0.5063,2105207.981708534,-1.1785780086840922,307.0738602863152
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,5.0,0.1,2.0,0.5879,1461797.7139533127,-0.19366507258375246,214.73689091545864
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,5.0,0.1,3.0,0.5777,1558736.7438369554,-0.08787248062466584,207.38141474386757
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,5.0,0.2,1.0,0.4967,2200640.9513058476,-1.3417386219818734,320.740980870279
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,5.0,0.2,2.0,0.5588,1667401.3552587978,-0.4859218883883519,243.68858879635695
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.1,5.0,0.2,3.0,0.6435,1116604.0730505267,0.1312789371196722,182.35562207820115
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,1.0,0.1,1.0,0.365,5046726.11525221,-3.0033963462601427,495.5165312474797
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,1.0,0.1,2.0,0.391,4177847.620976946,-2.2135853764663738,432.6896183802088
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,1.0,0.1,3.0,0.4551,2994269.8027823013,-0.9930656839444364,328.22058275049176
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,1.0,0.2,1.0,0.3598,5235004.83002107,-3.9151633816329108,535.7173850925839
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,1.0,0.2,2.0,0.3933,4141401.133136929,-2.0598913427865186,427.4656328546971
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,1.0,0.2,3.0,0.4472,3155018.6173322685,-1.0626187855910654,341.64009705981005
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,2.0,0.1,1.0,0.5092,2437854.7351906304,-0.5343400554777241,290.3267864707274
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,2.0,0.1,2.0,0.4713,2803712.293295913,-0.7595255496875398,303.08983572328356
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,2.0,0.1,3.0,0.5036,2309912.943506259,-0.5142022960195759,263.1930644355455
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,2.0,0.2,1.0,0.3662,4982074.200051408,-3.2128898375123693,499.0849233546261
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,2.0,0.2,2.0,0.4629,2912053.093273236,-0.868689603909737,315.7198935954748
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,2.0,0.2,3.0,0.4335,3307403.9327369966,-1.2978344885278883,358.66083599536734
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,5.0,0.1,1.0,0.5474,1748456.254908122,-0.6617936843376252,260.766802775936
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,5.0,0.1,2.0,0.6163,1275491.7874494644,-0.006121605805541952,195.6480902759332
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,5.0,0.1,3.0,0.5291,2031175.9629161109,-0.27680989822839436,234.4870119775094
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,5.0,0.2,1.0,0.5966,1384452.22902944,-0.32977481259978314,224.69624831678817
combined_cube.fits[0],none,20,log,8,1.2,0.8,3.0,0.2,5.0,0.2,3.0,0.589,1472618.7414703371,-0.023705518150862418,200.100240199653
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,1.0,0.1,3.0,0.387,4724010.431719969,-1.7781214443060886,414.0457098960329
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,1.0,0.2,1.0,0.3516,5900725.752610119,-4.269426652660453,563.8538705666305
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,1.0,0.2,2.0,0.363,5445555.124509531,-3.0220463302613565,494.477684649313
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,1.0,0.2,3.0,0.3871,4699663.218551147,-1.8254767197468003,414.65658300758713
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,2.0,0.1,1.0,0.4824,2637615.2748105237,-0.5251608073696161,261.4725484440238
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,2.0,0.1,3.0,0.3971,4378157.243664056,-1.664172423680275,392.89926146865884
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,2.0,0.2,1.0,0.3803,4738205.075627701,-2.6628403051400675,455.0283913420758
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,2.0,0.2,2.0,0.4143,3927002.815987722,-1.356802947177654,359.30396292430635
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,5.0,0.1,1.0,0.4595,2836422.784340259,-1.439808860841246,335.08254503106974
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,5.0,0.1,2.0,0.5371,1941113.2831211323,-0.20618687885483866,220.61723348332345
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,5.0,0.1,3.0,0.5045,2341209.200396517,-0.29909705044929596,234.87102786895446
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,5.0,0.2,2.0,0.3567,5519743.143499188,-5.845252600155961,661.4976115654023
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.1,5.0,0.2,3.0,0.5232,2098252.695111039,-0.2548687708630394,227.4384177866127
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,1.0,0.1,1.0,0.3388,6606457.188775816,-5.529775397038432,648.0781079550072
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,1.0,0.1,2.0,0.341,6502194.163739023,-4.747440617008476,602.1013483929103
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,1.0,0.1,3.0,0.9224,309037.76890206937,0.7890438471089553,148.55596803134912
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,1.0,0.2,1.0,0.3073,9050799.801637383,-14.216789896797195,1286.0206204584056
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,1.0,0.2,2.0,0.3577,5659971.493314614,-3.3904104592262994,516.4651907283911
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,2.0,0.1,1.0,0.4213,3561943.9089847994,-1.9496616809558027,382.99529112366724
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,2.0,0.1,2.0,0.4227,3804767.1987380087,-1.0746643641166926,338.0679435140165
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,2.0,0.1,3.0,0.412,4179554.4426940903,-1.0629313491271857,351.5250547730086
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,2.0,0.2,1.0,0.3797,4765042.661831944,-2.6628054117831232,455.80869230799664
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,2.0,0.2,2.0,0.4111,3932319.171535116,-1.5968108538154966,372.4302236513453
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,2.0,0.2,3.0,0.4257,3727115.496706673,-1.04940103038815,333.7384232957875
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,5.0,0.1,1.0,0.5384,1854464.0469957646,-0.8670038787783872,276.6386756701017
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,5.0,0.1,2.0,0.4095,4243888.138717591,-1.1078825165378154,357.48379267961997
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,5.0,0.1,3.0,0.4965,2448871.2124360013,-0.3561419047531993,242.09301728305536
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,5.0,0.2,1.0,0.5995,1381507.2880921646,-0.19402311973862874,210.86711473560575
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,5.0,0.2,2.0,0.6114,1305233.5603476705,-0.033832023663010885,196.32757807436508
combined_cube.fits[0],none,20,log,8,1.5,0.1,1.0,0.2,5.0,0.2,3.0,0.5653,1672689.9482665819,-0.04290613304677147,201.47530601516235
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,1.0,0.1,1.0,0.3259,7335894.356942378,-6.868599650763526,737.7937985100391
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,1.0,0.1,3.0,0.4287,3696052.1406328864,-0.854876619922241,314.9719199397968
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,1.0,0.2,1.0,0.3245,7436799.941498065,-7.21749871602949,761.263927024459
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,1.0,0.2,3.0,0.4143,3977322.8404172645,-1.1592837443441506,347.8133132760497
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,2.0,0.1,1.0,0.3655,5180267.887000666,-3.4440022199639464,502.3887948671747
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,2.0,0.1,2.0,0.4107,4022677.8796771877,-1.2935916720887908,356.7402037269222
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,2.0,0.1,3.0,0.4227,3783512.641277925,-1.0225966378774296,331.33279340557084
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,2.0,0.2,1.0,0.4248,3537464.6785206143,-1.5325107128357365,355.8469025439269
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,2.0,0.2,2.0,0.4168,3851715.3625029945,-1.2500031708112156,348.2379822544007
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,2.0,0.2,3.0,0.5128,2238046.3718668837,-0.20131309554762394,223.66040320382
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,5.0,0.1,2.0,0.5526,1780970.2716479995,-0.2016013495208364,216.55818712589235
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,5.0,0.1,3.0,0.6515,1089650.4599875237,0.3280812789039225,168.93172480064507
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,5.0,0.2,1.0,0.5037,2214042.0635287953,-1.1311493652474527,301.2650459379782
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.1,5.0,0.2,2.0,0.7045,818715.4930747943,0.12874548964962823,177.87049394980306
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,1.0,0.1,1.0,0.3137,8280643.755286659,-10.373925296907116,989.7630006821294
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,1.0,0.1,2.0,0.36,5521090.722447166,-2.908139912357328,489.6763386692343
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,1.0,0.1,3.0,0.4255,3912687.7264589877,-0.8038831277556779,329.0984144719392
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,1.0,0.2,1.0,0.3328,6861302.40771699,-5.886278567109535,671.2078430703338
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,1.0,0.2,2.0,0.3648,5346601.7466742955,-2.6254475883649313,472.2051349938443
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,2.0,0.1,1.0,0.6904,952552.6737856782,-1.7758664624292197,345.0440254137062
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,2.0,0.2,1.0,0.3788,4764709.465361869,-2.500212951213669,445.11555895834306
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,2.0,0.2,2.0,0.4074,4093735.1864065407,-1.3722600314026454,363.79557549792287
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,2.0,0.2,3.0,0.4242,3748666.1871849364,-1.007599631086936,329.06881056799807
