image,shape,mesh-resolution,scaling,max-edge-factor,outer-edge-factor,offset-inner-factor,offset-outer-factor,prior-range-prob,prior-range-lower,prior-sigma-prob,prior-sigma-upper,ssim,mse,mean_residual,sigma
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,5.0,0.1,1.0,0.4438,2974200.9660378373,-2.581546092138137,413.23011156440685
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,5.0,0.1,3.0,0.5161,2184546.543895839,-0.25918788880207877,228.37578909416558
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,5.0,0.2,1.0,0.4906,2420417.563665785,-0.9083522245090324,287.32611913736037
combined_cube.fits[0],none,20,log,8,1.5,0.1,2.0,0.2,5.0,0.2,2.0,0.3935,4461331.774408867,-1.6448898787981683,392.54737903247695
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,1.0,0.1,1.0,0.3762,4895268.122362213,-2.38088777274297,443.65831898829197
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,1.0,0.1,2.0,0.3374,6595515.554422594,-4.956831887534586,613.1270578342622
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,1.0,0.1,3.0,0.3959,4474891.191241212,-1.4399095777264823,383.5255306631542
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,1.0,0.2,1.0,0.3396,6428378.752391917,-5.324330707634826,631.9081717890856
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,1.0,0.2,2.0,0.3781,4881718.474951362,-2.143064474852748,432.7855819933139
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,1.0,0.2,3.0,0.3963,4446220.00200779,-1.459550599551509,383.0069910178312
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,2.0,0.1,1.0,0.3563,5552910.069873872,-4.152348700780836,548.7093127798292
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,2.0,0.1,2.0,0.4428,3351923.232471826,-0.7738027679883775,298.0165905315627
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,2.0,0.1,3.0,0.4658,2961389.4997734483,-0.4603664003478006,262.6237873064237
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,5.0,0.1,1.0,0.3952,4143993.8212400153,-2.7168126897203315,440.4759293319066
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,5.0,0.1,2.0,0.8525,403294.46131152986,-0.0061069080323612485,193.7801318280662
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,5.0,0.2,1.0,0.494,2351359.6475083204,-1.052910539653554,297.2946203656212
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,5.0,0.2,2.0,0.519,2128565.041339252,-0.3787704842498273,237.51206832923302
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.1,5.0,0.2,3.0,0.521,2135582.159933977,-0.1847629784994463,220.8076671501847
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,1.0,0.1,1.0,0.3265,7293187.730125877,-6.795023279604653,732.5861753568909
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,1.0,0.1,2.0,0.3877,4612907.807280044,-1.812676807817918,406.6780515293484
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,1.0,0.1,3.0,0.3887,4667997.554911153,-1.6069311216667188,400.8410135573958
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,1.0,0.2,1.0,0.3907,4602607.239043302,-1.579416210148163,396.4503722707837
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,1.0,0.2,2.0,0.3932,4570526.903464111,-1.4620255925672136,389.25107230978267
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,1.0,0.2,3.0,0.369,5204521.93993165,-2.403468129733252,457.31667173937296
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,2.0,0.1,1.0,0.41,3967202.4500732846,-1.4727510712607927,364.7827259409217
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,2.0,0.1,2.0,0.5674,1652079.003760129,-0.10164293157691168,205.82598507942188
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,2.0,0.1,3.0,0.4132,3997322.6141591356,-1.187781906570312,350.2366708686469
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,2.0,0.2,1.0,0.3579,5542861.413949074,-3.467145983376117,512.9733838779256
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,2.0,0.2,2.0,0.412,3958127.817522704,-1.3434159559093226,357.4049255740152
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,2.0,0.2,3.0,0.3922,4545632.738979533,-1.5763243056437328,393.5686210234689
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,5.0,0.1,1.0,0.4757,2603451.932052311,-1.150129971407533,308.4384731182233
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,5.0,0.1,2.0,0.7023,830880.223459134,0.4038206189809567,161.01427625653716
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,5.0,0.1,3.0,0.4805,2666680.428969591,-0.49497234004201723,258.5373630298891
combined_cube.fits[0],none,20,log,8,1.5,0.1,3.0,0.2,5.0,0.2,2.0,0.5855,1497475.7250223,-0.13985178251721858,207.22799807930534
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,1.0,0.1,1.0,0.3672,4967512.161506841,-2.872027481821338,489.384665350966
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,1.0,0.1,2.0,0.4339,3352252.4982706127,-1.2805990851183682,360.4567443861105
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,1.0,0.1,3.0,0.369,4902755.11304802,-2.7758564200494282,483.9908504295071
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,1.0,0.2,2.0,0.3529,5559697.19168497,-3.79218536750726,541.4927059737273
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,2.0,0.1,1.0,0.4856,2664041.9314139714,-0.53843440533091,280.1733339031441
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,2.0,0.1,2.0,0.5638,1642541.841671103,-0.46099235283358625,239.94809715490894
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,2.0,0.1,3.0,0.4557,3169824.55125385,-0.8788988400661382,332.1767821560099
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,2.0,0.2,1.0,0.4348,3162046.470109338,-1.6524478112139132,365.32069034825224
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,2.0,0.2,2.0,0.4231,3477392.2223868323,-1.5329946426282535,373.5840758054377
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,2.0,0.2,3.0,0.4574,3003354.3821800486,-0.9504005464404465,323.6707058170207
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,5.0,0.1,1.0,0.5261,1949106.5450028146,-0.8774941383216124,282.54067177137455
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,5.0,0.2,1.0,0.4813,2831719.0258743824,-0.686662390099948,316.221275406612
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,5.0,0.2,2.0,0.5525,1769363.401639312,-0.3159759408970533,230.006829257029
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.1,5.0,0.2,3.0,0.7123,806984.6067755775,0.46823674743744287,160.1346841324607
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,1.0,0.1,1.0,0.3566,5380810.690214919,-3.826570133999899,537.1061345871962
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,1.0,0.1,2.0,0.4918,2494564.9689956163,-0.5797402947816239,272.1043939438126
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,1.0,0.1,3.0,0.8516,359926.0104946867,0.6509357709690682,149.9989912168112
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,1.0,0.2,1.0,0.3682,4905076.446138382,-3.1648395874603343,495.6545829947558
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,1.0,0.2,2.0,0.3808,4504268.49355534,-2.426534563891299,455.8652611613558
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,1.0,0.2,3.0,0.4273,3505201.6986694704,-1.344275829703334,373.0910497584503
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,2.0,0.1,2.0,0.4418,3302331.4326759647,-1.1145447685596686,351.26631372608705
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,2.0,0.1,3.0,0.5024,2345853.546986909,-0.5094176548798004,261.8290773404543
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,2.0,0.2,1.0,0.4112,3763782.956003481,-1.650471504139991,394.59541710094385
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,2.0,0.2,3.0,0.7425,673425.598061261,0.3484124636774593,160.41144410790884
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,5.0,0.1,1.0,0.4139,3540490.378525114,-2.237682499263728,407.67853636557345
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,5.0,0.1,2.0,0.598,1407465.142943076,-0.0869932731436256,202.95645301808838
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,5.0,0.1,3.0,0.7862,527850.5013887514,0.4970762476733592,152.20201688735872
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,5.0,0.2,1.0,0.5792,1528543.9939753828,-0.33250378246755574,226.0519879313867
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,5.0,0.2,2.0,0.59,1465479.7963755263,-0.11452264418714406,206.26278243983373
combined_cube.fits[0],none,20,log,8,1.5,0.5,1.0,0.2,5.0,0.2,3.0,0.599,1415708.31013734,0.07497290877778924,189.1648874597736
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,1.0,0.1,1.0,0.3422,6118777.961843489,-4.916321471404258,608.8575092538238
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,1.0,0.1,2.0,0.3891,4263571.097289634,-2.201597388819389,436.51303199486205
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,1.0,0.1,3.0,0.9564,162953.4213325718,0.7145809879717615,141.25020325362595
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,1.0,0.2,1.0,0.3892,4203613.537156086,-2.5281724876031446,444.0854641058562
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,1.0,0.2,2.0,0.4243,3557112.068326035,-1.3886586528532312,377.0081302989811
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,1.0,0.2,3.0,0.4051,3930744.735127224,-1.7092943669546865,407.45669558267053
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,2.0,0.1,1.0,0.4063,3803665.213508021,-1.9049797815734182,402.21563538270294
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,2.0,0.1,2.0,0.472,2731027.4480946274,-0.8556511855817315,304.5733568263604
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,2.0,0.1,3.0,0.4684,2809291.096527238,-0.8535724402731115,307.0294418817979
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,2.0,0.2,1.0,0.4157,3633364.0715111755,-1.6392775559629051,385.10283942292557
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,2.0,0.2,2.0,0.4525,3113267.7078121733,-0.9849563168837061,331.5727988995396
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,2.0,0.2,3.0,0.3974,4046510.150894914,-2.003730067399365,418.97787279505394
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,5.0,0.1,2.0,0.9653,328030.36124572816,-0.44672460310834317,292.8773934079509
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,5.0,0.1,3.0,0.8287,416390.2621682808,0.4434902769411092,154.28292751369582
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,5.0,0.2,1.0,0.6673,995551.9212145973,0.07995366599402187,182.96108205234722
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,5.0,0.2,2.0,0.6984,855686.1353026831,-0.17068081208154645,204.02086932069773
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.1,5.0,0.2,3.0,0.6336,1187205.096369234,0.15308210666812674,179.63303563665463
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,1.0,0.1,1.0,0.4078,3858824.9873032933,-1.6801309881348458,401.75384277863213
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,1.0,0.1,2.0,0.4124,3729220.069784453,-1.647087940563719,391.6658886369379
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,1.0,0.1,3.0,0.3354,6530555.612895375,-5.445368423036157,646.1847328631061
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,1.0,0.2,1.0,0.3003,9463468.578748202,-15.823103426403561,1416.0907633104755
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,1.0,0.2,3.0,0.412,3780150.021289554,-1.597046449573309,395.82974679554377
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,2.0,0.1,1.0,0.3596,5239851.279405812,-4.093984876889495,545.6954093329294
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,2.0,0.1,2.0,0.5253,2351663.765066989,-0.4216539581031245,273.7183446407018
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,2.0,0.1,3.0,0.4702,2795204.578622445,-0.8139630180767696,302.7154689840146
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,2.0,0.2,1.0,0.3676,4934944.242952699,-3.1396499291075006,495.9697864102508
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,2.0,0.2,2.0,0.4131,3587660.6714448933,-2.0697232361379103,399.9247462830717
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,2.0,0.2,3.0,0.4906,2541073.106935026,-0.5425222519339786,271.5233567597281
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,5.0,0.1,1.0,0.4978,2204033.9903819147,-1.3745134199173352,323.197271779104
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,5.0,0.1,2.0,0.5055,2234324.077451319,-0.7064151753418159,276.08435675872505
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,5.0,0.1,3.0,0.5673,1662612.0245311225,-0.10363942783055488,208.90641530301707
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,5.0,0.2,1.0,0.4747,2544481.445706798,-1.214812056797359,320.2537916572074
combined_cube.fits[0],none,20,log,8,1.5,0.5,2.0,0.2,5.0,0.2,3.0,0.5557,1748693.6558224028,-0.2634837280839252,225.1160348359666
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,1.0,0.1,1.0,0.3263,7158614.491170091,-7.519372107910868,780.9049428796502
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,1.0,0.1,2.0,0.338,6367568.544303869,-5.125753115541188,625.2515283455534
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,1.0,0.1,3.0,0.4046,3915995.264556174,-1.7619697666465215,406.337402098135
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,1.0,0.2,1.0,0.3651,5030075.012877104,-3.266893093900548,503.95020305359844
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,1.0,0.2,2.0,0.3718,4794063.819397583,-2.812420793104409,480.0764983708917
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,1.0,0.2,3.0,0.3888,4294546.28539891,-2.130162500398616,437.2193025283993
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,2.0,0.1,1.0,0.2718,11959022.88736775,-35.00733185971606,3271.21040965098
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,2.0,0.1,2.0,0.4434,3136359.2330657225,-1.226456140387438,345.3092340155854
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,2.0,0.1,3.0,0.5803,1534955.2124176386,-0.4494816617712269,277.8597220289312
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,2.0,0.2,1.0,0.4333,3255987.58877887,-1.4605199277874177,359.8641138939791
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,2.0,0.2,2.0,0.4922,2523391.9989628852,-0.5196564080192312,269.1694726278523
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,2.0,0.2,3.0,0.5364,1949888.3003291853,-0.29063065628838003,231.36589892272096
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,5.0,0.1,2.0,0.6535,1063709.296454637,-0.03905990408723788,194.11472704506397
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,5.0,0.1,3.0,0.5212,2054944.824724177,-0.6205622592667691,263.53440324275766
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,5.0,0.2,1.0,0.5745,1544619.2994669592,-0.5782193501150642,249.28443985222248
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,5.0,0.2,2.0,0.4904,2376943.2967185974,-0.953607680868336,298.74915997775037
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.1,5.0,0.2,3.0,0.6288,1204371.1289078805,-0.0538277127345511,197.38524261673336
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,1.0,0.1,1.0,0.3091,8602411.607732102,-12.58430501320073,1161.3564072715158
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,1.0,0.1,2.0,0.428,3530016.0214497773,-1.3118114477976814,374.8031071318348
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,1.0,0.2,1.0,0.3097,8558316.751641659,-11.712902405309103,1093.7945487392255
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,1.0,0.2,2.0,0.3676,4911973.956331376,-3.5159511599651108,508.56038834567795
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,1.0,0.2,3.0,0.4189,3632951.0296374448,-1.4944428807117902,382.99233365390626
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,2.0,0.1,1.0,0.4173,3534032.885666221,-1.8020721885736561,385.8517884919107
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,2.0,0.1,3.0,0.486,2557507.87580735,-0.6685043262438373,281.46521435225065
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,2.0,0.2,1.0,0.329,6956117.061144808,-7.677090528242318,789.6439114426768
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,2.0,0.2,2.0,0.4456,3093822.5583730587,-1.2072291155155135,342.33348539842785
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,2.0,0.2,3.0,0.4548,3003177.3850290864,-1.0300106492281809,329.61490367987494
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,5.0,0.1,1.0,0.6078,1333732.0624017727,-0.15851066171070813,208.10259840407264
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,5.0,0.1,2.0,0.5762,1570633.689304838,-0.1950196043415432,215.2825939556031
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,5.0,0.2,1.0,0.6048,1349343.54566113,-0.2260144603597314,213.87980367616996
combined_cube.fits[0],none,20,log,8,1.5,0.5,3.0,0.2,5.0,0.2,2.0,0.4785,2437859.8488893537,-1.5184035870498107,337.7798018599926
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,1.0,0.1,1.0,0.3045,9030673.354902498,-14.801344427963606,1334.6010648357346
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,1.0,0.1,2.0,0.4771,2748430.991410759,-0.6791074221742629,296.61337566597774
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,1.0,0.1,3.0,0.3182,7818820.146578703,-9.001772082389085,888.8651317283266
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,1.0,0.2,1.0,0.3368,6450244.797305573,-5.414156344855887,641.844165059628
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,1.0,0.2,2.0,0.452,3010378.972358807,-1.0613789717448454,333.3219325271834
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,1.0,0.2,3.0,0.4786,2728078.249769161,-0.6613249412805976,294.6161329022022
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,2.0,0.1,1.0,0.3797,4481247.233285087,-2.8964968798364046,469.53173694399396
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,2.0,0.1,2.0,0.4865,2341295.299577707,-1.2582321160307757,317.6935187370303
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,2.0,0.1,3.0,0.7194,760696.8381417358,0.3970975941637594,159.1998108271159
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,2.0,0.2,1.0,0.3751,4634169.9236957785,-3.164005151869598,484.8145144368402
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,2.0,0.2,2.0,0.4215,3474084.3074714355,-1.5721550482880038,375.6005503924679
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,2.0,0.2,3.0,0.4703,2746809.1198021164,-0.8418598802616869,305.60842774004874
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,5.0,0.1,1.0,0.5252,1908901.3363626008,-1.135856592891244,300.8276985783381
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,5.0,0.1,2.0,0.5996,1391210.8181974085,-0.024554687311727833,198.84415651259138
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,5.0,0.1,3.0,0.6038,1373821.339642583,0.09072137548971472,189.55425300831234
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,5.0,0.2,1.0,0.5815,1494009.5730054309,-0.35562281391924216,228.7622189550133
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,5.0,0.2,2.0,0.643,1132526.652556001,0.24690534895928798,176.16001522255465
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.1,5.0,0.2,3.0,0.7293,721013.541566907,0.19324837435772824,172.71101741645379
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,1.0,0.1,1.0,0.4154,3660683.0714229736,-1.5518978980615434,387.98083249676546
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,1.0,0.1,2.0,0.3753,4663217.946467235,-2.68842178006538,470.0771560350765
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,1.0,0.1,3.0,0.3894,4258429.174345176,-2.110490796204177,435.8613149976255
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,1.0,0.2,1.0,0.3548,5468916.730506233,-4.0165571939097955,546.986689958387
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,1.0,0.2,2.0,0.3304,6879038.852672984,-6.085658898163034,688.2173137721463
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,1.0,0.2,3.0,0.4774,2720854.005405391,-0.6864320896099931,294.0249190259001
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,2.0,0.1,1.0,0.3444,6001267.0258203065,-4.954579948755438,607.7180809982254
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,2.0,0.1,2.0,0.4354,3238424.912414874,-1.3212290473091504,354.65851968053914
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,2.0,0.1,3.0,0.4582,2947610.382793338,-0.9568484444765867,323.59485372026836
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,2.0,0.2,1.0,0.5118,2063691.533257006,-1.0206127220141938,295.16850925715846
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,2.0,0.2,2.0,0.3376,6370405.913499477,-7.451643525526823,774.3062473201965
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,2.0,0.2,3.0,0.4254,3441119.7619392043,-1.4309868638651768,369.9540906654304
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,5.0,0.1,1.0,0.5601,1628870.437778105,-0.7314017983017465,264.4497426942179
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,5.0,0.1,2.0,0.5191,2075531.3325478095,-0.5513900060657764,259.27577318807266
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,5.0,0.1,3.0,0.5999,1392079.5296116576,0.0033128587016411247,196.42585540795542
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,5.0,0.2,1.0,0.9651,150557.92050620713,0.7120904738187919,140.82251971941608
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,5.0,0.2,2.0,0.5781,1531207.891168909,-0.2683180842888265,222.28329833070407
combined_cube.fits[0],none,20,log,8,1.5,0.8,1.0,0.2,5.0,0.2,3.0,0.5432,1857226.2277913268,-0.29122064003578124,231.41814926059152
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,1.0,0.1,1.0,0.3169,7907815.591557567,-10.372199042640675,990.7562309695514
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,1.0,0.1,2.0,0.3721,4800942.004660841,-2.5576028187476627,473.6667216614173
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,1.0,0.2,1.0,0.33,6907561.540829063,-6.3102910854449386,701.4639004085994
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,1.0,0.2,2.0,0.3439,6035283.9724569665,-4.499250252005231,584.7349517174389
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,1.0,0.2,3.0,0.3839,4387714.2802385315,-2.400056064575853,448.6509687197185
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,2.0,0.1,1.0,0.3998,3901373.5780166266,-2.2681771127551706,421.11225893222985
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,2.0,0.1,3.0,0.5885,1490817.2517353613,0.052283360221461544,195.32969996420036
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,2.0,0.2,1.0,0.3872,4215165.869399181,-3.059630664018036,468.28042992011206
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,2.0,0.2,2.0,0.387,4292167.626597461,-2.334521225046361,441.92639557832234
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,2.0,0.2,3.0,0.4543,2983810.0169150676,-1.0232335870504201,329.54265388053227
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,5.0,0.1,1.0,0.5399,1790493.163608827,-0.9013116937260757,281.37993102308116
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,5.0,0.1,2.0,0.6308,1180954.8372547254,-0.05614002161141773,198.4452366055864
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,5.0,0.1,3.0,0.709,801346.3150716375,0.04082383735078892,185.9041956562481
combined_cube.fits[0],none,20,log,8,1.5,0.8,2.0,0.1,5.0,0.2,1.0,0.5731,1560431.7484229673,-0.36660333874730117,230.9823763943121
